ca_county,d_qoy,d_year,avg(ss_ext_sales_price),sum(ss_ext_sales_price)
Ouray County,3,2002,1541.3770,94024
Ouray County,4,1998,1840.7500,147260
Ouray County,4,1999,1668.7333,100124
Ouray County,4,2000,2075.9394,137012
Ouray County,4,2001,1695.8627,172978
Ouray County,4,2002,1567.4079,119123
Outagamie County,1,1998,1436.2414,41651
Outagamie County,1,1999,1714.3636,37716
Outagamie County,1,2001,1946.7083,46721
Outagamie County,1,2002,1856.3750,44553
Outagamie County,1,2003,2292.2500,27507
Outagamie County,2,1998,2321.4400,58036
Outagamie County,2,1999,1407.7308,36601
Outagamie County,2,2000,1775.7500,35515
Outagamie County,2,2001,1774.9714,62124
Outagamie County,3,1998,2280.1818,25082
Outagamie County,3,1999,2057.7765,174911
Outagamie County,3,2000,1876.6071,105090
Outagamie County,3,2001,1882.7568,69662
Outagamie County,3,2002,2091.2759,60647
Outagamie County,4,1998,1627.6667,48830
Outagamie County,4,1999,1639.4881,137717
Outagamie County,4,2000,1896.3368,180152
Outagamie County,4,2001,1773.3750,56748
Outagamie County,4,2002,1594.7912,145126
Overton County,1,1999,2517.9000,50358
Overton County,1,2000,1866.5849,98929
Overton County,1,2001,1462.1333,43864
Overton County,1,2002,3171.4783,72944
Overton County,2,1998,1649.7368,31345
Overton County,2,1999,2610.8000,78324
Overton County,2,2000,1757.9655,50981
Overton County,2,2001,2202.2632,83686
Overton County,3,1998,1739.2241,100875
Overton County,3,1999,1765.1429,37068
Overton County,3,2000,1290.6774,40011
Overton County,3,2002,2765.5882,47015
Overton County,4,1998,1950.3412,165779
Overton County,4,1999,1189.9423,61877
Overton County,4,2000,2050.6429,57418
Overton County,4,2001,1758.8475,103772
Overton County,4,2002,2060.4516,63874
Owen County,1,1998,2252.9000,45058
Owen County,1,1999,2160.2553,101532
Owen County,1,2000,3225.5455,35481
Owen County,1,2001,2308.1228,131563
Owen County,1,2002,1512.2000,30244
Owen County,2,1998,1634.4211,31054
Owen County,2,1999,2139.9273,117696
Owen County,2,2000,1533.3333,50600
Owen County,2,2001,1991.1064,93582
Owen County,2,2002,2030.8261,46709
Owen County,3,1998,1660.4634,68079
Owen County,3,1999,1472.8537,60387
Owen County,3,2000,1993.6500,119619
Owen County,3,2001,934.8684,35525
Owen County,3,2002,1954.4536,189582
Owen County,4,1998,1972.2164,264277
Owen County,4,1999,2047.0280,219032
Owen County,4,2000,2450.2949,191123
Owen County,4,2001,1981.4878,243723
Owen County,4,2002,2307.9579,219256
Owsley County,1,1998,2156.7442,92740
Owsley County,1,1999,3015.7500,60315
Owsley County,1,2000,1760.1026,68644
Owsley County,1,2001,2050.4444,18454
Owsley County,1,2002,2321.6538,60363
Owsley County,2,1998,1838.4375,29415
Owsley County,2,1999,1738.1538,45192
Owsley County,2,2000,2236.2703,82742
Owsley County,2,2001,1423.6061,46979
Owsley County,2,2002,2356.1667,56548
Owsley County,3,1998,2071.8200,207182
Owsley County,3,1999,2258.3846,264231
Owsley County,3,2000,2051.1250,82045
Owsley County,3,2001,1810.7802,164781
Owsley County,3,2002,1675.0435,115578
Owsley County,4,1998,2028.0535,379246
Owsley County,4,1999,1806.4188,211351
Owsley County,4,2000,1786.2185,269719
Owsley County,4,2001,1826.1429,178962
Owsley County,4,2002,2001.6325,332271
Owyhee County,1,1998,2506.7826,57656
Owyhee County,1,2002,1607.7273,35370
Owyhee County,2,1998,1245.0263,47311
Owyhee County,2,1999,2149.7381,90289
Owyhee County,2,2001,2030.8571,28432
Owyhee County,3,1998,2574.4348,59212
Owyhee County,3,1999,2016.5556,36298
Owyhee County,3,2000,2327.4167,27929
Owyhee County,3,2001,2633.2857,73732
Owyhee County,4,1998,2412.5909,106154
Owyhee County,4,1999,2352.0732,96435
Owyhee County,4,2000,2144.6364,94364
Owyhee County,4,2001,1930.9245,102339
Owyhee County,4,2002,1894.8625,151589
Oxford County,1,1998,2189.7500,61313
Oxford County,1,1999,1580.2326,67950
Oxford County,1,2000,2016.1250,48387
Oxford County,1,2001,1685.3469,82582
Oxford County,1,2002,1829.4048,76835
Oxford County,2,1998,2339.9000,23399
Oxford County,2,1999,3058.6364,67290
Oxford County,2,2000,1604.0400,40101
Oxford County,2,2002,2460.2647,83649
Oxford County,3,1998,1326.2326,57028
Oxford County,3,1999,2097.7324,148939
Oxford County,3,2000,1429.3023,61460
Oxford County,3,2001,1943.2407,104935
Oxford County,3,2002,2210.5315,245369
Oxford County,4,1998,1978.7683,162259
Oxford County,4,1999,1458.4397,169179
Oxford County,4,2000,2091.1508,263485
Oxford County,4,2001,2046.8387,317260
Oxford County,4,2002,2103.7442,180922
Ozark County,1,1998,1394.1739,32066
Ozark County,1,1999,1935.4000,116124
Ozark County,1,2001,2183.0952,91690
Ozark County,1,2002,2530.0667,37951
Ozark County,2,1998,2008.1515,66269
Ozark County,2,2000,1862.3462,48421
Ozark County,2,2001,2607.7778,23470
Ozark County,2,2002,1626.4167,19517
Ozark County,3,1998,1054.8929,29537
Ozark County,3,1999,1972.0000,39440
Ozark County,3,2000,2076.5686,105905
Ozark County,3,2001,2198.0000,15386
Ozark County,3,2002,1945.4677,120619
Ozark County,4,1998,1730.5854,70954
Ozark County,4,1999,2033.7826,46777
Ozark County,4,2000,1321.6140,75332
Ozark County,4,2001,2170.6293,251793
Ozark County,4,2002,1417.7759,82231
Ozaukee County,1,1998,2028.9231,26376
Ozaukee County,1,2000,2472.9565,56878
Ozaukee County,1,2001,2430.8750,19447
Ozaukee County,1,2002,2014.7500,24177
Ozaukee County,2,1998,2596.8182,28565
Ozaukee County,2,2000,1627.5294,27668
Ozaukee County,2,2001,1506.7273,33148
Ozaukee County,2,2002,1498.6667,31472
Ozaukee County,3,1998,2534.5926,68434
Ozaukee County,3,1999,1872.7241,54309
Ozaukee County,3,2000,2320.1481,62644
Ozaukee County,3,2001,1657.0000,44739
Ozaukee County,3,2002,2104.7021,98921
Ozaukee County,4,1998,1604.5135,118734
Ozaukee County,4,1999,2248.9531,143933
Ozaukee County,4,2000,2288.2800,286035
Ozaukee County,4,2001,1901.9730,70373
Ozaukee County,4,2002,1934.2222,174080
Pacific County,1,1998,1649.7778,118784
Pacific County,1,1999,2041.6393,124540
Pacific County,1,2000,1391.6341,57057
Pacific County,1,2001,1896.1667,45508
Pacific County,1,2002,1828.1818,20110
Pacific County,2,1999,1598.7917,38371
Pacific County,2,2000,2166.3750,121317
Pacific County,2,2001,1525.7750,61031
Pacific County,3,1998,2288.8537,93843
Pacific County,3,1999,1914.8246,109145
Pacific County,3,2000,1964.6939,96270
Pacific County,3,2001,1202.4306,86575
Pacific County,3,2002,1628.1346,84663
Pacific County,4,1998,1544.9306,111235
Pacific County,4,1999,2022.9726,147677
Pacific County,4,2000,2193.6269,146973
Pacific County,4,2001,1688.5213,158721
Pacific County,4,2002,1619.5641,252652
Page County,1,1998,1713.3200,42833
Page County,1,1999,1863.2264,98751
Page County,1,2000,2002.3733,150178
Page County,1,2001,1541.2750,61651
Page County,1,2002,1814.3559,107047
Page County,2,1998,1621.6143,113513
Page County,2,1999,1772.1071,49619
Page County,2,2000,2229.7667,133786
Page County,2,2001,1798.7000,17987
Page County,2,2002,2098.0822,153160
Page County,3,1998,1803.3165,250661
Page County,3,1999,2119.5854,173806
Page County,3,2000,1931.9588,187400
Page County,3,2001,2294.1972,162888
Page County,3,2002,1859.3519,200810
Page County,4,1998,1775.6822,458126
Page County,4,1999,2009.5085,355683
Page County,4,2000,1882.4615,464968
Page County,4,2001,1770.5123,286823
Page County,4,2002,1928.5485,457066
Palm Beach County,1,1998,3320.3333,59766
Palm Beach County,1,1999,5057.4286,35402
Palm Beach County,1,2000,1564.1964,87595
Palm Beach County,1,2001,2222.4815,60007
Palm Beach County,1,2002,3944.1429,27609
Palm Beach County,1,2003,1419.4000,14194
Palm Beach County,2,1998,1595.3023,68598
Palm Beach County,2,1999,1722.6970,56849
Palm Beach County,2,2000,2267.5652,52154
Palm Beach County,2,2001,1553.1111,13978
Palm Beach County,2,2002,1617.6190,33970
Palm Beach County,3,1998,1200.0857,42003
Palm Beach County,3,1999,2005.7727,88254
Palm Beach County,3,2001,2101.5128,81959
Palm Beach County,3,2002,1784.3704,48178
Palm Beach County,4,1998,1597.1772,126177
Palm Beach County,4,1999,1657.7816,144227
Palm Beach County,4,2000,1810.5960,179249
Palm Beach County,4,2001,1275.6316,48474
Palm Beach County,4,2002,2168.6237,201682
Palo Alto County,1,1998,1774.7586,51468
Palo Alto County,1,1999,1723.5000,51705
Palo Alto County,1,2001,1974.1563,63173
Palo Alto County,1,2002,2131.6667,70345
Palo Alto County,1,2003,1445.6250,23130
Palo Alto County,2,1998,2007.6905,84323
Palo Alto County,2,1999,2004.0500,80162
Palo Alto County,2,2000,2097.4524,88093
Palo Alto County,2,2001,1398.7917,33571
Palo Alto County,2,2002,1878.1053,35684
Palo Alto County,3,1998,2244.6667,154882
Palo Alto County,3,1999,1630.6531,79902
Palo Alto County,3,2000,1970.3968,124135
Palo Alto County,3,2001,3079.6667,55434
Palo Alto County,3,2002,1906.2778,34313
Palo Alto County,4,1998,2340.0222,105301
Palo Alto County,4,1999,2144.4405,180133
Palo Alto County,4,2000,1631.6747,135429
Palo Alto County,4,2001,2093.6147,228204
Palo Alto County,4,2002,1883.3600,188336
Palo Pinto County,1,1998,1771.5333,26573
Palo Pinto County,1,1999,1521.8000,22827
Palo Pinto County,1,2000,1966.8442,151447
Palo Pinto County,1,2001,1245.5769,32385
Palo Pinto County,1,2002,2291.4800,57287
Palo Pinto County,1,2003,1873.2308,24352
Palo Pinto County,2,1998,2087.7949,162848
Palo Pinto County,2,1999,2254.0750,90163
Palo Pinto County,2,2000,2433.7250,97349
Palo Pinto County,2,2001,2008.4815,54229
Palo Pinto County,2,2002,2354.6522,54157
Palo Pinto County,3,1998,1836.7479,218573
Palo Pinto County,3,1999,1692.3261,77847
Palo Pinto County,3,2000,1791.9375,114684
Palo Pinto County,3,2001,1664.4935,128166
Palo Pinto County,3,2002,1852.9245,196410
Palo Pinto County,4,1998,1914.6531,93818
Palo Pinto County,4,1999,1763.7368,234577
Palo Pinto County,4,2000,1917.5287,166825
Palo Pinto County,4,2001,1842.1978,167640
Palo Pinto County,4,2002,1755.2644,152708
Pamlico County,1,1998,1413.8214,39587
Pamlico County,1,1999,1823.8750,14591
Pamlico County,1,2000,2623.1818,28855
Pamlico County,1,2001,977.9333,14669
Pamlico County,1,2002,2100.7000,21007
Pamlico County,1,2003,2657.9333,39869
Pamlico County,2,1998,2305.3704,62245
Pamlico County,2,1999,2631.8621,76324
Pamlico County,2,2000,1443.1290,44737
Pamlico County,2,2001,2447.8462,31822
Pamlico County,2,2002,1497.6190,31450
Pamlico County,3,1998,1694.3889,30499
Pamlico County,3,1999,1913.4839,59318
Pamlico County,3,2000,2586.4500,51729
Pamlico County,3,2001,1709.6957,39323
Pamlico County,3,2002,1576.0909,69348
Pamlico County,4,1998,1201.6061,39653
Pamlico County,4,1999,1595.2857,67002
Pamlico County,4,2000,2031.3913,93444
Pamlico County,4,2001,2060.5370,111269
Pamlico County,4,2002,3108.2857,65274
Panola County,1,1998,1762.5172,51113
Panola County,1,1999,1704.9342,129575
Panola County,1,2000,1681.9808,87463
Panola County,1,2001,2115.8000,52895
Panola County,1,2002,1765.0256,68836
Panola County,2,1998,1823.6027,133123
Panola County,2,1999,2028.8485,66952
Panola County,2,2000,1551.4468,72918
Panola County,2,2001,2060.3864,90657
Panola County,2,2002,1746.3333,110019
Panola County,3,1998,1836.0143,128521
Panola County,3,1999,2264.3953,194738
Panola County,3,2000,2141.7980,212038
Panola County,3,2001,1665.8269,173246
Panola County,3,2002,2061.4627,138118
Panola County,4,1998,1856.8942,350953
Panola County,4,1999,1717.4202,204373
Panola County,4,2000,1847.3562,134857
Panola County,4,2001,1679.2348,193112
Panola County,4,2002,1661.9328,222699
Park County,1,1998,2483.2558,106780
Park County,1,1999,1483.8125,118705
Park County,1,2000,1497.9231,58419
Park County,1,2001,1713.1085,220991
Park County,1,2002,2056.3383,273493
Park County,1,2003,1602.5556,14423
Park County,2,1998,2580.7043,296781
Park County,2,1999,2004.6769,130304
Park County,2,2000,1395.0323,172984
Park County,2,2001,2014.0374,215502
Park County,2,2002,1961.1500,117669
Park County,3,1998,2268.0964,376504
Park County,3,1999,2059.0410,401513
Park County,3,2000,1801.7000,252238
Park County,3,2001,1992.9612,410550
Park County,3,2002,2191.3451,247622
Park County,4,1998,2077.5272,496529
Park County,4,1999,1922.1756,755415
Park County,4,2000,1911.8858,485619
Park County,4,2001,1885.3243,418542
Park County,4,2002,1809.7412,461484
Parke County,1,1998,1840.2000,46005
Parke County,1,1999,789.0909,8680
Parke County,1,2000,1803.3810,37871
Parke County,1,2001,2081.8387,64537
Parke County,1,2002,917.7692,11931
Parke County,2,1998,835.5000,6684
Parke County,2,1999,1453.7375,116299
Parke County,2,2000,2908.1304,66887
Parke County,2,2001,1693.6136,74519
Parke County,2,2002,2463.5357,137958
Parke County,3,1998,2116.7692,55036
Parke County,3,1999,1385.2326,59565
Parke County,3,2000,1805.6000,108336
Parke County,3,2001,2491.3056,89687
Parke County,3,2002,1244.6667,14936
Parke County,4,1998,1724.0625,110340
Parke County,4,1999,1462.9053,138976
Parke County,4,2000,1865.3611,134306
Parke County,4,2001,1357.8056,48881
Parke County,4,2002,2731.9556,122938
Parker County,1,1998,322.1429,2255
Parker County,1,1999,1427.9149,67112
Parker County,1,2000,2737.5455,30113
Parker County,1,2001,1670.0625,26721
Parker County,1,2002,2123.8462,27610
Parker County,2,1998,2195.5385,57084
Parker County,2,2001,1715.6216,63478
Parker County,3,1998,2223.8889,60045
Parker County,3,1999,2338.7414,135647
Parker County,3,2000,1070.0769,13911
Parker County,3,2002,2501.2667,75038
Parker County,4,1998,2641.0169,155820
Parker County,4,1999,2030.9487,79207
Parker County,4,2000,1923.1967,117315
Parker County,4,2001,2046.8000,163744
Parker County,4,2002,2021.7143,84912
Parmer County,1,1998,1569.6538,40811
Parmer County,1,1999,1798.2453,95307
Parmer County,1,2000,1852.8333,11117
Parmer County,1,2001,1089.3000,10893
Parmer County,1,2002,4217.5000,50610
Parmer County,2,1998,1596.6071,44705
Parmer County,2,1999,1987.7255,101374
Parmer County,2,2000,2752.9773,121131
Parmer County,2,2001,1926.0822,140604
Parmer County,2,2002,1978.7778,35618
Parmer County,3,1998,1779.3194,128111
Parmer County,3,1999,2135.0533,160129
Parmer County,3,2000,2160.3333,77772
Parmer County,3,2001,1428.0571,49982
Parmer County,3,2002,2220.0000,31080
Parmer County,4,1998,2155.7434,243599
Parmer County,4,1999,2443.7524,256594
Parmer County,4,2000,1730.5169,204201
Parmer County,4,2001,1868.3913,128919
Parmer County,4,2002,2079.8434,172627
Pasco County,1,1999,1322.0833,15865
Pasco County,1,2000,1409.4865,52151
Pasco County,1,2001,1054.0000,11594
Pasco County,1,2002,200.1667,1201
Pasco County,1,2003,1096.0769,14249
Pasco County,2,1998,2033.7692,26439
Pasco County,2,2000,1819.9394,60058
Pasco County,2,2001,684.3333,6159
Pasco County,2,2002,2034.5333,30518
Pasco County,3,1998,2400.9429,84033
Pasco County,3,1999,1783.8519,48164
Pasco County,3,2001,1974.7143,69115
Pasco County,3,2002,1982.0000,112974
Pasco County,4,1998,1974.4224,229033
Pasco County,4,1999,1772.9565,122334
Pasco County,4,2000,1743.5431,202251
Pasco County,4,2001,2031.5625,130020
Pasco County,4,2002,1662.1702,156244
Pasquotank County,1,1998,1708.0303,56365
Pasquotank County,1,2000,4408.8333,52906
Pasquotank County,1,2001,2299.7000,91988
Pasquotank County,1,2002,2314.7949,90277
Pasquotank County,2,1999,3102.9545,68265
Pasquotank County,2,2001,2376.2273,52277
Pasquotank County,3,1998,1842.9516,114263
Pasquotank County,3,1999,2359.7000,47194
Pasquotank County,3,2000,1490.6563,47701
Pasquotank County,3,2001,1589.8372,68363
Pasquotank County,3,2002,2075.3571,116220
Pasquotank County,4,1998,1750.1190,73505
Pasquotank County,4,1999,1910.5111,171946
Pasquotank County,4,2000,2276.9688,145726
Pasquotank County,4,2001,1808.3766,139245
Pasquotank County,4,2002,2060.6667,154550
Passaic County,1,1998,2329.4545,51248
Passaic County,1,2001,1236.4444,11128
Passaic County,1,2002,1710.2941,29075
Passaic County,2,1998,1341.8182,14760
Passaic County,2,1999,1588.3333,14295
Passaic County,2,2000,1972.8438,63131
Passaic County,2,2002,2704.0000,43264
Passaic County,3,1998,2016.7857,84705
Passaic County,3,1999,1527.2619,64145
Passaic County,3,2000,2304.9722,82979
Passaic County,3,2002,1718.5862,49839
Passaic County,4,1998,1986.1522,91363
Passaic County,4,1999,1755.4186,75483
Passaic County,4,2000,2031.5902,123927
Passaic County,4,2001,1728.5957,81244
Passaic County,4,2002,2342.3947,89011
Patrick County,1,1999,1968.5714,13780
Patrick County,1,2000,1575.4286,11028
Patrick County,1,2001,3108.7500,24870
Patrick County,1,2002,1997.8261,45950
Patrick County,2,1998,2040.1538,53044
Patrick County,2,1999,3159.5556,28436
Patrick County,2,2000,1310.8333,31460
Patrick County,2,2001,1736.0833,41666
Patrick County,2,2002,2022.7083,97090
Patrick County,3,1998,2026.7073,83095
Patrick County,3,1999,1545.6207,44823
Patrick County,3,2000,557.3750,4459
Patrick County,3,2001,1981.0588,101034
Patrick County,3,2002,1841.5769,47881
Patrick County,4,1998,2008.1084,166673
Patrick County,4,1999,2234.8722,297238
Patrick County,4,2000,1882.1154,48935
Patrick County,4,2001,1515.0405,112113
Patrick County,4,2002,1545.7356,134479
Paulding County,1,1998,2056.2381,43181
Paulding County,1,1999,1590.9459,58865
Paulding County,1,2000,1731.0635,109057
Paulding County,1,2001,1644.9545,36189
Paulding County,1,2002,2111.1111,95000
Paulding County,2,1998,1810.0465,77832
Paulding County,2,1999,1854.9167,89036
Paulding County,2,2000,1592.8837,68494
Paulding County,2,2001,1950.7500,62424
Paulding County,2,2002,2438.7105,92671
Paulding County,3,1998,1448.5424,85464
Paulding County,3,1999,2132.8472,153565
Paulding County,3,2000,1806.9263,171658
Paulding County,3,2001,2127.6620,151064
Paulding County,3,2002,1919.7055,280277
Paulding County,4,1998,1762.4213,380683
Paulding County,4,1999,1851.3223,224010
Paulding County,4,2000,1917.0350,383407
Paulding County,4,2001,1972.3067,295846
Paulding County,4,2002,1795.9533,269393
Pawnee County,1,1998,2119.9615,220476
Pawnee County,1,1999,1623.6333,97418
Pawnee County,1,2000,1837.1215,196572
Pawnee County,1,2001,1922.4074,103810
Pawnee County,1,2002,1910.0225,169992
Pawnee County,1,2003,1583.0000,12664
Pawnee County,2,1998,1894.0893,212138
Pawnee County,2,1999,2759.8788,91076
Pawnee County,2,2000,2037.4719,181335
Pawnee County,2,2001,2117.4286,163042
Pawnee County,2,2002,1438.0283,152431
Pawnee County,3,1998,2023.4656,382435
Pawnee County,3,1999,2011.6099,283637
Pawnee County,3,2000,1730.0000,375410
Pawnee County,3,2001,1988.0977,427441
Pawnee County,3,2002,1920.1169,295698
Pawnee County,4,1998,1994.8694,626389
Pawnee County,4,1999,1991.6930,454106
Pawnee County,4,2000,1844.7043,343115
Pawnee County,4,2001,1813.1923,377144
Pawnee County,4,2002,2048.9278,368807
Payette County,1,1998,2083.3871,64585
Payette County,1,1999,2269.5686,115748
Payette County,1,2000,1855.0000,37100
Payette County,1,2001,1732.8333,93573
Payette County,1,2002,1786.7193,101843
Payette County,2,1998,2078.5867,155894
Payette County,2,1999,2892.8571,20250
Payette County,2,2000,1558.1304,71674
Payette County,2,2001,1975.1429,13826
Payette County,2,2002,1879.1905,39463
Payette County,3,1998,1579.3239,112132
Payette County,3,1999,1789.4800,134211
Payette County,3,2000,1791.8421,102135
Payette County,3,2001,1882.1789,178807
Payette County,3,2002,1793.7205,288789
Payette County,4,1998,1954.4382,173945
Payette County,4,1999,1934.4868,147021
Payette County,4,2000,1668.0844,256885
Payette County,4,2001,1788.3881,239644
Payette County,4,2002,1682.9787,79100
Payne County,1,1998,1422.2500,28445
Payne County,1,2000,2403.7600,60094
Payne County,1,2001,1298.9048,27277
Payne County,2,1998,2344.4595,86745
Payne County,2,1999,2801.5556,25214
Payne County,2,2000,1816.7895,34519
Payne County,2,2001,1376.0000,31648
Payne County,2,2002,1796.7407,97024
Payne County,3,1998,1767.1750,70687
Payne County,3,1999,1460.8182,16069
Payne County,3,2000,1818.0952,38180
Payne County,3,2001,2392.9756,98112
Payne County,3,2002,1822.5000,65610
Payne County,4,1998,1917.2000,86274
Payne County,4,1999,1570.1250,50244
Payne County,4,2000,2330.5294,79238
Payne County,4,2001,1800.5333,189056
Payne County,4,2002,1814.0508,107029
Peach County,1,1998,1882.7917,45187
Peach County,1,2000,2387.0606,78773
Peach County,1,2001,1916.6176,65165
Peach County,1,2002,1627.8400,40696
Peach County,2,1998,2001.2500,56035
Peach County,2,1999,1459.5200,36488
Peach County,2,2000,1593.6250,25498
Peach County,2,2001,2032.7593,109769
Peach County,2,2002,3069.5714,42974
Peach County,3,1998,2042.8000,102140
Peach County,3,1999,1851.4211,140708
Peach County,3,2000,1349.7500,64788
Peach County,3,2001,2077.2817,147487
Peach County,3,2002,1649.4000,65976
Peach County,4,1998,1806.8295,159001
Peach County,4,1999,1642.9091,90360
Peach County,4,2000,2287.2174,210424
Peach County,4,2001,2243.8731,300679
Peach County,4,2002,1874.7405,245591
Pearl River County,1,1998,1149.8571,8049
Pearl River County,1,1999,1607.6250,12861
Pearl River County,1,2000,1768.1429,12377
Pearl River County,1,2001,1098.4375,17575
Pearl River County,2,1999,1520.2571,53209
Pearl River County,2,2000,2542.5000,30510
Pearl River County,2,2001,2100.9231,27312
Pearl River County,2,2002,1179.7500,14157
Pearl River County,3,1998,1193.3556,53701
Pearl River County,3,1999,2048.5185,55310
Pearl River County,3,2000,1334.8235,45384
Pearl River County,3,2001,1602.8810,67321
Pearl River County,3,2002,1673.5682,73637
Pearl River County,4,1998,1458.0789,55407
Pearl River County,4,1999,1579.5366,64761
Pearl River County,4,2000,1814.2703,134256
Pearl River County,4,2001,1697.5161,52623
Pearl River County,4,2002,1606.0824,136517
Pecos County,1,1998,1734.2222,31216
Pecos County,1,1999,2129.0000,78773
Pecos County,1,2000,1830.1154,47583
Pecos County,1,2001,1236.0000,37080
Pecos County,1,2002,1685.8864,74179
Pecos County,2,1998,1784.5455,19630
Pecos County,2,1999,1705.6500,34113
Pecos County,2,2000,1734.0000,12138
Pecos County,2,2001,1477.4545,16252
Pecos County,3,1998,1634.7143,34329
Pecos County,3,1999,1937.0833,23245
Pecos County,3,2000,2083.2105,39581
Pecos County,3,2001,1758.6452,54518
Pecos County,3,2002,2141.3265,104925
Pecos County,4,1998,1373.8889,49460
Pecos County,4,1999,1719.0921,130651
Pecos County,4,2000,1935.0794,121910
Pecos County,4,2001,2175.2391,100061
Pecos County,4,2002,1995.6222,89803
Pembina County,1,1998,1484.2813,47497
Pembina County,1,1999,1788.2500,185978
Pembina County,1,2000,2223.6222,100063
Pembina County,1,2001,1154.2143,16159
Pembina County,1,2002,978.7879,32300
Pembina County,2,1999,1908.7941,64899
Pembina County,2,2000,2213.8000,22138
Pembina County,2,2001,1557.5152,51398
Pembina County,2,2002,1320.2500,26405
Pembina County,3,1998,2036.0875,162887
Pembina County,3,1999,1497.9833,89879
Pembina County,3,2000,1782.1707,73069
Pembina County,3,2001,1907.6094,122087
Pembina County,3,2002,1993.2368,75743
Pembina County,4,1998,2037.8819,258811
Pembina County,4,1999,2137.9589,156071
Pembina County,4,2000,1890.8227,266606
Pembina County,4,2001,1469.5769,114627
Pembina County,4,2002,1763.9587,213439
Pemiscot County,1,1998,1915.0000,17235
Pemiscot County,1,1999,2541.0294,86395
Pemiscot County,1,2000,1411.6154,18351
Pemiscot County,1,2001,1333.3750,32001
Pemiscot County,1,2002,2356.7813,75417
Pemiscot County,2,1999,1103.0000,12133
Pemiscot County,2,2000,1010.2143,14143
Pemiscot County,2,2001,2317.1667,27806
Pemiscot County,2,2002,2031.4138,58911
Pemiscot County,3,1998,1788.2927,73320
Pemiscot County,3,1999,549.0000,3843
Pemiscot County,3,2000,2691.4800,67287
Pemiscot County,3,2001,2109.5909,92822
Pemiscot County,3,2002,1533.4688,49071
Pemiscot County,4,1998,2465.2083,118330
Pemiscot County,4,1999,1936.3537,158781
Pemiscot County,4,2000,1834.0909,20175
Pemiscot County,4,2001,2250.7391,51767
Pemiscot County,4,2002,1736.7561,71207
Pend Oreille County,1,1998,1901.1250,76045
Pend Oreille County,1,1999,1361.0000,17693
Pend Oreille County,1,2000,2962.0000,50354
Pend Oreille County,1,2001,1481.0000,14810
Pend Oreille County,1,2002,2167.0769,28172
Pend Oreille County,2,1998,1465.8571,10261
Pend Oreille County,2,2000,1534.5000,18414
Pend Oreille County,2,2001,2028.0317,127766
Pend Oreille County,2,2002,1092.0488,44774
Pend Oreille County,3,1998,1911.6304,87935
Pend Oreille County,3,1999,1920.2778,34565
Pend Oreille County,3,2000,2236.2609,51434
Pend Oreille County,3,2001,2904.5000,34854
Pend Oreille County,3,2002,1588.1667,38116
Pend Oreille County,4,1998,1995.4737,75828
Pend Oreille County,4,1999,1133.5714,23805
Pend Oreille County,4,2000,2540.3488,109235
Pend Oreille County,4,2001,1375.1136,60505
Pend Oreille County,4,2002,2641.6977,113593
Pender County,1,1998,1682.2857,11776
Pender County,1,1999,1376.9143,48192
Pender County,1,2001,2274.2000,34113
Pender County,1,2002,2098.7500,16790
Pender County,2,1998,2226.2759,64562
Pender County,2,1999,686.8000,6868
Pender County,2,2000,2016.5500,40331
Pender County,2,2001,1098.8182,12087
Pender County,3,1998,2245.4865,83083
Pender County,3,1999,2948.9500,58979
Pender County,3,2000,2525.5217,58087
Pender County,3,2002,1653.5000,19842
Pender County,4,1998,1591.1818,17503
Pender County,4,1999,1799.8125,28797
Pender County,4,2000,1629.2941,83094
Pender County,4,2001,2496.7778,22471
Pender County,4,2002,1992.1600,49804
Pendleton County,1,1998,1542.4648,109515
Pendleton County,1,1999,2241.0400,56026
Pendleton County,1,2000,1725.7324,122527
Pendleton County,1,2001,2006.6087,46152
Pendleton County,1,2002,1983.0204,97168
Pendleton County,2,1998,1508.6098,61853
Pendleton County,2,1999,2113.7833,126827
Pendleton County,2,2000,1937.7000,19377
Pendleton County,2,2001,2220.3333,99915
Pendleton County,3,1998,1276.7800,63839
Pendleton County,3,1999,1532.6481,82763
Pendleton County,3,2000,1861.8933,139642
Pendleton County,3,2001,1823.3929,153165
Pendleton County,3,2002,1744.6500,69786
Pendleton County,4,1998,2318.7746,164633
Pendleton County,4,1999,1885.2027,139505
Pendleton County,4,2000,1558.8571,141856
Pendleton County,4,2001,2262.2091,248843
Pendleton County,4,2002,1643.2533,246488
Pennington County,1,1998,1656.0635,104332
Pennington County,1,1999,2227.3810,46775
Pennington County,1,2000,1322.7500,21164
Pennington County,1,2001,2525.6207,73243
Pennington County,1,2002,1611.2250,64449
Pennington County,2,1998,2004.9583,96238
Pennington County,2,1999,2329.6415,123471
Pennington County,2,2000,1732.4815,93554
Pennington County,2,2001,2184.6786,61171
Pennington County,2,2002,1453.3000,29066
Pennington County,3,1998,1472.5333,88352
Pennington County,3,1999,1833.1383,172315
Pennington County,3,2000,2112.2857,88716
Pennington County,3,2001,2272.8800,113644
Pennington County,3,2002,1872.7816,162932
Pennington County,4,1998,1636.6774,304422
Pennington County,4,1999,2033.6912,276582
Pennington County,4,2000,1606.8282,261913
Pennington County,4,2001,2071.3547,356273
Pennington County,4,2002,1770.2674,152243
Penobscot County,1,1998,1543.0870,35491
Penobscot County,1,1999,1394.7222,50210
Penobscot County,1,2000,2103.0196,107254
Penobscot County,1,2001,1611.4348,37063
