c_customer_sk,avg(ss_quantity),avg(ss_sales_price),sum(ss_quantity),sum(ss_sales_price)
86987,43.76470588235294,38.5294,2232,1965
86988,47.46875,38.6875,1519,1238
86989,47.22222222222222,21.8889,425,197
86991,55.25,36.4375,884,583
86992,36.5,36.0000,438,432
86993,50.74074074074074,35.8889,1370,969
86994,39.0,53.2857,273,373
86995,44.8,29.0400,1120,726
86996,48.57142857142857,54.0357,1360,1513
86997,50.42857142857143,31.4286,706,440
86998,50.86666666666667,37.8667,2289,1704
86999,47.96153846153846,48.2308,1247,1254
87000,45.68181818181818,47.5000,1005,1045
87001,38.31578947368421,37.1053,728,705
87002,53.8125,39.5000,861,632
87003,53.264150943396224,41.0377,2823,2175
87004,50.733333333333334,52.2667,761,784
87005,41.25,37.5357,1155,1051
87006,47.5625,28.6875,761,459
87007,52.68888888888889,38.0667,2371,1713
87008,57.758620689655174,43.7586,1675,1269
87009,58.666666666666664,44.8148,1584,1210
87010,62.916666666666664,29.0833,755,349
87011,44.23076923076923,43.6410,1725,1702
87012,54.69565217391305,46.4783,1258,1069
87013,50.57142857142857,32.0714,708,449
87014,43.2,42.1000,432,421
87015,59.875,30.0833,1437,722
87016,59.06521739130435,33.1087,2717,1523
87018,37.23076923076923,49.0000,484,637
87019,52.265306122448976,37.0816,2561,1817
87020,53.76744186046512,44.1163,2312,1897
87021,53.214285714285715,32.4286,745,454
87022,52.57142857142857,35.9714,1840,1259
87023,46.45454545454545,33.4545,511,368
87024,57.7,34.5000,577,345
87025,39.9375,46.3125,639,741
87026,55.27906976744186,38.0233,2377,1635
87028,52.72727272727273,39.7727,1160,875
87029,46.75,31.6833,2805,1901
87030,53.806451612903224,35.0323,1668,1086
87031,43.083333333333336,37.5000,517,450
87032,42.25,44.8500,845,897
87033,64.0,31.8750,512,255
87034,50.64150943396226,32.6604,2684,1731
87035,49.27906976744186,45.0233,2119,1936
87036,48.1,40.4000,962,808
87037,46.19512195121951,34.0000,1894,1394
87038,44.61538461538461,48.1538,580,626
87039,60.88461538461539,30.6923,1583,798
87040,52.57142857142857,39.2000,1840,1372
87041,44.432432432432435,39.7297,1644,1470
87042,53.794117647058826,45.7255,5487,4664
87043,47.083333333333336,36.7500,1130,882
87044,45.35294117647059,41.6471,1542,1416
87045,55.15384615384615,37.5385,717,488
87046,48.54545454545455,35.9545,1068,791
87047,49.08695652173913,32.3913,1129,745
87048,65.27272727272727,35.7273,1436,786
87049,41.27272727272727,28.0909,454,309
87050,53.294117647058826,39.2353,906,667
87051,57.54545454545455,45.3182,1266,997
87052,71.0,24.8182,781,273
87053,58.5,32.9000,1755,987
87054,51.484848484848484,37.2727,1699,1230
87055,48.88,46.6400,1222,1166
87056,56.301886792452834,39.4151,2984,2089
87057,48.528301886792455,47.6981,2572,2528
87058,43.421052631578945,26.4211,1650,1004
87059,44.21052631578947,39.2632,1680,1492
87060,55.67857142857143,45.3929,1559,1271
87061,53.2,38.8267,3990,2912
87062,53.588235294117645,29.4118,911,500
87063,53.241379310344826,37.4828,1544,1087
87064,54.85,40.1500,1097,803
87065,36.78787878787879,40.4242,1214,1334
87066,47.375,32.3125,1516,1034
87067,51.648648648648646,39.9459,1911,1478
87068,54.2,45.5667,1626,1367
87069,47.5,24.5455,1045,540
87071,54.4375,39.0000,871,624
87072,47.25925925925926,40.1852,1276,1085
87073,52.44,52.2000,1311,1305
87075,51.294117647058826,32.4706,872,552
87076,47.44827586206897,38.9310,2752,2258
87077,65.4,28.2000,654,282
87078,55.8421052631579,43.9474,1061,835
87079,55.827586206896555,31.2414,1619,906
87080,44.706896551724135,38.5517,2593,2236
87081,46.666666666666664,45.3750,1120,1089
87082,49.01923076923077,30.9615,2549,1610
87083,49.82857142857143,42.8000,1744,1498
87084,49.166666666666664,46.4167,1180,1114
87086,56.763636363636365,42.4727,3122,2336
87088,52.67741935483871,28.5806,1633,886
87089,54.4,43.5667,1632,1307
87090,36.24,35.3600,906,884
87091,54.295081967213115,37.9180,3312,2313
87092,49.0,36.2000,1470,1086
87093,53.19047619047619,47.0000,1117,987
87094,50.256410256410255,36.1538,1960,1410
87095,52.54347826086956,33.1304,2417,1524
87096,42.421052631578945,33.6316,806,639
87097,53.61538461538461,48.2308,697,627
87098,47.483870967741936,46.9839,2944,2913
87099,49.5,39.3750,396,315
87100,49.885714285714286,38.0857,1746,1333
87101,49.15625,29.9063,1573,957
87102,58.8125,36.9375,941,591
87103,57.15094339622642,43.0377,3029,2281
87104,46.375,53.8750,371,431
87105,43.91489361702128,35.9787,2064,1691
87106,43.69230769230769,35.2308,1704,1374
87107,31.166666666666668,46.3333,374,556
87108,50.42857142857143,49.5000,706,693
87109,49.5,36.5000,495,365
87110,49.30769230769231,35.1154,1282,913
87111,60.6,40.4800,1515,1012
87113,50.793103448275865,36.2759,1473,1052
87114,51.666666666666664,40.5417,1240,973
87116,53.75,43.1500,1075,863
87117,49.333333333333336,32.9048,1036,691
87118,69.75,33.1250,558,265
87119,52.46666666666667,40.0000,3148,2400
87120,46.97674418604651,32.5814,2020,1401
87121,45.58139534883721,38.9302,1960,1674
87123,50.421052631578945,34.0000,958,646
87124,45.87096774193548,39.0000,1422,1209
87126,47.666666666666664,18.5000,286,111
87128,43.148148148148145,43.6296,1165,1178
87129,44.80952380952381,38.2381,941,803
87130,53.87096774193548,37.3548,1670,1158
87132,57.2,34.0000,1430,850
87133,49.142857142857146,39.8929,1376,1117
87134,59.25,50.6250,474,405
87135,38.3,50.4000,383,504
87137,58.55555555555556,31.3333,527,282
87138,38.875,39.2500,1244,1256
87139,50.51724137931034,41.0345,1465,1190
87140,52.96551724137931,38.3793,1536,1113
87141,49.357142857142854,41.0000,1382,1148
87142,40.391304347826086,48.3478,929,1112
87143,50.31818181818182,50.4545,1107,1110
87145,49.333333333333336,35.7556,2220,1609
87146,52.55,42.6000,1051,852
87147,47.57142857142857,38.2571,1665,1339
87148,66.10526315789474,24.4211,1256,464
87150,51.674418604651166,48.1860,2222,2072
87151,54.02040816326531,42.4694,2647,2081
87152,52.28125,30.3750,1673,972
87153,53.214285714285715,29.4286,745,412
87154,45.46666666666667,48.7333,2728,2924
87155,48.5,41.0641,3783,3203
87156,53.266666666666666,30.7556,2397,1384
87157,49.1764705882353,34.2588,4180,2912
87160,48.932203389830505,45.7966,2887,2702
87161,45.717948717948715,38.3846,1783,1497
87162,49.0,40.3333,1176,968
87163,54.74324324324324,40.0676,4051,2965
87164,46.16981132075472,36.6038,2447,1940
87165,48.2,42.8000,482,428
87166,51.69230769230769,30.6154,672,398
87167,49.23809523809524,34.2619,2068,1439
87168,56.26470588235294,36.1471,1913,1229
87169,50.72727272727273,36.4545,558,401
87170,42.12,33.3600,1053,834
87171,50.666666666666664,53.6061,1672,1769
87172,47.054054054054056,41.9459,1741,1552
87173,50.21052631578947,46.0789,1908,1751
87174,53.83783783783784,33.0811,1992,1224
87175,49.3235294117647,39.9706,1677,1359
87176,50.111111111111114,34.6667,451,312
87177,50.36363636363637,40.8182,554,449
87178,46.94285714285714,41.5429,1643,1454
87179,43.8,38.4000,438,384
87180,37.833333333333336,22.8333,227,137
87181,51.608695652173914,36.2609,1187,834
87182,52.32,36.5800,2616,1829
87185,49.09090909090909,34.0455,1080,749
87186,54.375,37.5833,1305,902
87187,58.15384615384615,45.4615,2268,1773
87188,54.75,41.1250,876,658
87189,48.0,29.6000,480,296
87190,60.666666666666664,67.3333,546,606
87191,49.5,37.8000,990,756
87193,64.4375,34.3125,1031,549
87194,49.2,29.1000,492,291
87195,44.72727272727273,36.6364,984,806
87196,57.588235294117645,38.4412,1958,1307
87197,39.13636363636363,30.9545,861,681
87198,53.714285714285715,54.7143,376,383
87199,57.9,33.8000,1737,1014
87200,48.5,35.3333,1164,848
87201,52.3125,28.4688,1674,911
87202,51.63636363636363,40.9091,568,450
87203,49.916666666666664,40.9792,2396,1967
87205,53.52777777777778,29.0278,1927,1045
87206,45.41935483870968,45.7097,1408,1417
87207,48.26315789473684,57.5263,917,1093
87208,44.714285714285715,33.2857,626,466
87209,57.5,41.4063,1840,1325
87210,56.8,31.3000,568,313
87213,48.5,37.0417,1164,889
87215,48.375,25.2500,1161,606
87216,51.26923076923077,38.2692,1333,995
87217,43.285714285714285,34.6667,909,728
87218,51.26315789473684,40.3684,1948,1534
87219,48.90909090909091,55.0000,1614,1815
87220,46.651162790697676,35.0000,2006,1505
87221,51.592592592592595,35.0370,1393,946
87222,50.06122448979592,39.2041,2453,1921
87223,50.0625,31.2813,1602,1001
87224,50.113207547169814,33.5283,2656,1777
87226,57.25,50.4167,1374,1210
87227,40.11764705882353,37.1471,1364,1263
87228,52.541666666666664,33.4583,2522,1606
87229,46.75,32.1667,561,386
87230,60.30434782608695,44.2609,1387,1018
87231,53.925925925925924,29.5185,4368,2391
87233,47.5,56.4000,475,564
87234,36.888888888888886,45.3333,332,408
87235,54.6,50.8000,546,508
87236,62.833333333333336,25.0000,754,300
87238,45.24242424242424,42.4242,1493,1400
87239,55.833333333333336,42.6667,335,256
87240,47.25,28.5833,567,343
87241,46.095238095238095,32.7619,968,688
87242,57.47826086956522,41.8261,1322,962
87243,40.76923076923077,35.8462,530,466
87244,48.46774193548387,36.8871,3005,2287
87245,48.607142857142854,48.3214,1361,1353
87246,57.166666666666664,41.7500,686,501
87247,70.36842105263158,37.4211,1337,711
87248,52.20454545454545,42.4091,2297,1866
87249,43.84615384615385,46.8462,570,609
87250,51.70967741935484,40.2903,1603,1249
87251,59.08,32.0000,2954,1600
87252,52.18181818181818,39.0000,574,429
87253,47.075,35.9500,1883,1438
87254,55.0,32.4375,880,519
87255,48.72222222222222,38.4861,3508,2771
87256,49.57534246575342,40.4795,3619,2955
87258,43.875,38.1250,351,305
87259,41.23529411764706,45.8235,701,779
87260,57.22222222222222,46.0000,1030,828
87261,54.6,47.6000,1092,952
87262,30.615384615384617,28.3846,398,369
87264,56.714285714285715,29.7143,3970,2080
87265,51.44444444444444,21.5556,463,194
87267,53.0,46.6667,1113,980
87268,47.4,41.1000,1896,1644
87269,40.1578947368421,21.0526,763,400
87270,46.578947368421055,38.1579,885,725
87271,45.77777777777778,23.2222,412,209
87272,49.40909090909091,33.5455,1087,738
87273,49.68421052631579,31.2632,944,594
87274,53.96052631578947,39.6974,4101,3017
87276,55.0,37.7714,1925,1322
87277,49.904761904761905,33.7143,2096,1416
87278,46.65217391304348,30.0870,1073,692
87279,48.53658536585366,35.2195,1990,1444
87280,50.45454545454545,38.5000,1110,847
87281,52.63157894736842,40.2105,1000,764
87282,32.588235294117645,33.8235,554,575
87284,49.72727272727273,33.9091,1094,746
87285,45.8,38.0000,1145,950
87286,55.42857142857143,31.7143,1164,666
87287,54.416666666666664,38.3333,653,460
87288,48.30952380952381,36.6667,2029,1540
87289,48.7,34.0000,487,340
87290,48.12903225806452,37.0323,1492,1148
87291,60.642857142857146,31.5714,849,442
87292,47.22222222222222,37.7778,1275,1020
87293,49.5,41.0833,594,493
87294,46.977777777777774,27.0667,2114,1218
87295,43.18181818181818,37.0909,475,408
87296,53.65,23.6000,1073,472
87297,43.857142857142854,39.0000,1228,1092
87298,51.017857142857146,31.6071,2857,1770
87299,49.526315789473685,31.3947,1882,1193
87300,41.0,31.0000,574,434
87301,49.5,42.9821,2772,2407
87302,57.02857142857143,35.8857,1996,1256
87303,50.3,32.7800,2515,1639
87305,49.55555555555556,30.6222,2230,1378
87306,46.07692307692308,41.5128,1797,1619
87307,54.04761904761905,41.5714,1135,873
87308,45.333333333333336,37.4444,408,337
87309,43.294117647058826,39.8824,736,678
87310,48.80769230769231,35.7115,2538,1857
87311,47.80952380952381,41.7619,1004,877
87312,44.69565217391305,41.7391,1028,960
87313,67.375,28.6250,1078,458
87314,50.857142857142854,35.6857,1780,1249
87316,59.6764705882353,38.6176,2029,1313
87317,64.5,47.9167,774,575
87318,49.63636363636363,35.0909,2730,1930
87319,49.83606557377049,31.1311,3040,1899
87320,51.87096774193548,48.6452,1608,1508
87321,54.92537313432836,41.0746,3680,2752
87322,50.517857142857146,41.2679,2829,2311
87323,51.520833333333336,37.8542,2473,1817
87324,54.231884057971016,29.9275,3742,2065
87325,57.76923076923077,45.4615,751,591
87326,34.44444444444444,54.1111,310,487
87327,61.26923076923077,38.0769,1593,990
87328,37.833333333333336,35.2500,454,423
87329,49.546875,48.2656,3171,3089
87330,55.264150943396224,34.0566,2929,1805
87331,52.68292682926829,43.0976,2160,1767
87332,41.28,40.2800,1032,1007
87333,50.81818181818182,30.9455,2795,1702
87334,49.54838709677419,33.3548,1536,1034
87335,48.29545454545455,34.1364,2125,1502
87336,56.53333333333333,34.2000,848,513
87337,50.666666666666664,36.0000,456,324
87338,54.206896551724135,26.7931,1572,777
87339,43.55,29.4000,871,588
87340,46.30769230769231,36.8462,602,479
87341,51.0625,41.2500,817,660
87342,54.63636363636363,27.5909,1202,607
87343,48.8125,39.8750,2343,1914
87344,38.0,37.0000,342,333
87345,48.333333333333336,39.2500,580,471
87346,61.74,33.1200,3087,1656
87347,50.22727272727273,52.5455,1105,1156
87348,59.5,41.9167,1428,1006
87349,53.34782608695652,24.4348,1227,562
87350,57.964285714285715,24.1071,1623,675
87351,50.84615384615385,40.8846,1322,1063
87352,49.943396226415096,40.0377,2647,2122
87353,44.65,44.7500,893,895
87354,43.21153846153846,37.5385,2247,1952
87355,49.223880597014926,36.2239,3298,2427
87356,47.12903225806452,40.3871,1461,1252
87357,60.94285714285714,39.5714,2133,1385
87358,48.607142857142854,40.0357,1361,1121
87359,48.31428571428572,39.8571,1691,1395
87360,51.77358490566038,36.6981,2744,1945
87361,46.53030303030303,42.1061,3071,2779
87362,50.07142857142857,46.6071,1402,1305
87363,51.56666666666667,36.9667,1547,1109
87364,36.07142857142857,32.9286,505,461
87365,58.81818181818182,42.0909,647,463
87366,52.125,51.7500,417,414
87368,52.35294117647059,42.2353,890,718
87369,33.0,34.8696,759,802
87370,61.26829268292683,37.1463,2512,1523
87371,44.73076923076923,32.5769,1163,847
87372,61.0,30.4324,2257,1126
87373,54.56,34.5200,1364,863
87374,54.916666666666664,44.0000,1318,1056
87375,48.57142857142857,50.0000,340,350
87376,46.90625,45.4688,1501,1455
87378,54.111111111111114,38.8889,487,350
87379,49.794117647058826,31.5588,1693,1073
87380,53.75,39.6750,2150,1587
87381,46.391304347826086,43.4348,1067,999
87383,53.55102040816327,39.6531,2624,1943
87384,44.55,39.8500,891,797
87385,48.629629629629626,41.2963,1313,1115
87386,42.61290322580645,36.0645,1321,1118
87387,40.3,34.7000,806,694
87388,52.44444444444444,30.5556,1416,825
87389,51.348837209302324,32.5116,2208,1398
87390,49.416666666666664,36.1667,593,434
87391,53.88235294117647,38.1765,916,649
87392,30.142857142857142,48.5714,211,340
87393,45.432432432432435,34.2973,1681,1269
87394,53.728813559322035,34.3390,3170,2026
87395,50.958333333333336,25.9583,1223,623
87396,49.04255319148936,35.0426,2305,1647
87397,54.42857142857143,36.4762,1143,766
87398,46.869565217391305,23.0435,1078,530
87399,42.25,34.3125,676,549
87400,46.2906976744186,41.7093,3981,3587
87401,45.42857142857143,42.4286,636,594
87402,52.233333333333334,39.3333,1567,1180
87403,54.125,17.6875,866,283
87404,52.37931034482759,35.0000,1519,1015
87405,47.9,35.5667,1437,1067
87406,53.68421052631579,42.1053,1020,800
87407,63.4375,45.8750,1015,734
87408,50.734375,45.6719,3247,2923
87409,50.951219512195124,34.7317,2089,1424
87410,48.76470588235294,36.6176,1658,1245
87411,52.4375,34.2500,839,548
87412,51.0,24.6667,306,148
87413,58.34285714285714,37.4857,2042,1312
87414,51.64102564102564,44.1026,2014,1720
87415,53.214285714285715,59.5000,745,833
87418,61.57142857142857,12.0000,431,84
87419,43.93478260869565,41.1304,2021,1892
87420,50.44444444444444,40.4603,3178,2549
87421,40.583333333333336,40.6250,974,975
87422,50.07692307692308,32.5385,1302,846
87423,51.08695652173913,36.2391,2350,1667
87424,54.666666666666664,40.8333,656,490
87425,46.36363636363637,33.6667,1530,1111
87426,44.25,37.0500,1770,1482
87427,36.5,31.2857,511,438
87428,46.4054054054054,44.8378,1717,1659
87429,49.6,24.4667,744,367
87430,40.58620689655172,29.2414,1177,848
87431,55.68,38.8400,1392,971
87432,57.80952380952381,43.4286,1214,912
87434,40.43478260869565,27.4348,930,631
87435,47.92982456140351,28.5965,2732,1630
87436,42.6,21.8000,426,218
87437,43.833333333333336,31.0000,789,558
87438,56.07142857142857,53.0000,785,742
87439,50.13333333333333,34.8667,752,523
87441,53.083333333333336,36.2500,637,435
87442,54.72222222222222,48.2500,1970,1737
87443,51.27272727272727,33.8030,3384,2231
87444,46.23076923076923,41.4615,1202,1078
87445,53.523809523809526,38.8571,2248,1632
87446,76.57142857142857,33.4286,536,234
87447,51.0,22.2333,1530,667
87448,39.15384615384615,42.6154,1018,1108
87449,56.333333333333336,28.0278,2028,1009
87451,48.095238095238095,40.4127,3030,2546
87452,55.77777777777778,25.6667,502,231
87454,52.22857142857143,41.3143,1828,1446
87455,49.666666666666664,31.1333,745,467
87456,58.1578947368421,48.2105,1105,916
87457,49.48979591836735,37.1429,2425,1820
87458,40.8,36.0000,1224,1080
87459,45.88235294117647,38.5294,780,655
87460,49.588235294117645,36.9118,1686,1255
87461,43.8,36.3600,1095,909
87462,44.5,38.6111,801,695
87463,56.083333333333336,33.8333,1346,812
87464,50.86486486486486,30.8649,1882,1142
87465,50.45161290322581,31.9032,1564,989
87467,49.45945945945946,43.0811,1830,1594
87468,54.285714285714285,42.3429,1900,1482
87469,46.432432432432435,43.1081,1718,1595
87470,58.391304347826086,37.2174,1343,856
87471,42.32258064516129,34.9677,1312,1084
87472,54.391304347826086,33.3043,1251,766
87473,46.0,64.1000,460,641
87475,51.61904761904762,53.2381,1084,1118
87476,57.0,31.5385,741,410
87477,57.04347826086956,50.2609,1312,1156
87478,61.407407407407405,42.6296,1658,1151
87479,46.357142857142854,31.4286,1947,1320
87480,53.15625,37.3438,1701,1195
87481,50.53488372093023,48.6279,2173,2091
87482,44.9,50.5000,449,505
87483,47.73076923076923,33.5769,1241,873
87484,67.11111111111111,33.5556,604,302
87485,49.234042553191486,44.5319,2314,2093
87486,43.04761904761905,35.1429,904,738
87487,59.0,34.2143,826,479
87488,40.53846153846154,37.5385,527,488
87489,53.0,38.7083,2544,1858
87490,52.56521739130435,35.9348,2418,1653
87491,47.45454545454545,55.3636,522,609
87492,54.3,41.0000,543,410
87493,67.54545454545455,35.1818,743,387
87494,48.857142857142854,40.0714,1368,1122
87495,52.25581395348837,32.0930,2247,1380
87496,46.25581395348837,39.9767,1989,1719
87497,56.6764705882353,53.0294,1927,1803
87499,51.75,44.5000,828,712
87500,48.87179487179487,35.6667,1906,1391
87501,58.4,51.0000,876,765
87502,43.38709677419355,51.5161,1345,1597
87503,52.55,40.9500,1051,819
87504,49.38095238095238,33.3333,1037,700
87505,56.75,27.7500,681,333
87506,49.907407407407405,35.9630,2695,1942
87507,49.625,39.5357,2779,2214
87508,30.73076923076923,39.1154,799,1017
87509,45.11904761904762,38.2143,1895,1605
87510,62.916666666666664,36.1667,755,434
87511,45.526315789473685,46.7895,865,889
87512,51.76086956521739,31.0000,2381,1426
87513,61.407407407407405,43.5926,1658,1177
87514,49.4,39.3000,988,786
87515,33.72727272727273,34.8182,742,766
87517,55.76190476190476,44.5714,1171,936
87518,49.02127659574468,31.9787,2304,1503
87519,51.407407407407405,49.4815,1388,1336
87520,52.833333333333336,43.2222,951,778
87521,50.27272727272727,23.4545,553,258
87522,48.15151515151515,35.1515,1589,1160
87523,59.31578947368421,33.9474,1127,645
87526,43.30769230769231,34.4615,563,448
87527,46.56521739130435,42.8261,1071,985
87528,53.6,52.6182,2948,2894
87529,53.25925925925926,39.8889,1438,1077
87530,53.283018867924525,36.2075,2824,1919
87531,55.16,46.7600,1379,1169
87532,47.82608695652174,44.5652,1100,1025
87533,39.5,39.6667,1422,1428
87534,48.68,38.8400,1217,971
87535,45.779411764705884,31.9706,3113,2174
87536,45.7037037037037,32.9815,2468,1781
87538,49.24242424242424,40.2727,1625,1329
87539,46.93617021276596,32.7447,2206,1539
87540,59.76086956521739,33.4565,2749,1539
87541,59.21739130434783,48.0435,1362,1105
87542,43.82608695652174,33.1304,1008,762
87543,61.46153846153846,39.0000,1598,1014
87544,56.36363636363637,34.0909,620,375
87545,44.9375,34.4375,719,551
87546,58.588235294117645,45.3529,996,771
87547,57.25,34.9643,1603,979
87548,51.41025641025641,39.9231,2005,1557
87549,52.41025641025641,35.1282,2044,1370
87551,59.05714285714286,36.4286,2067,1275
87553,56.2,38.4500,1124,769
87554,46.90909090909091,37.0909,516,408
87555,50.53333333333333,43.5556,2274,1960
87556,55.333333333333336,39.7576,1826,1312
87557,46.21875,44.6719,2958,2859
87558,39.92857142857143,30.2143,1118,846
87559,51.625,63.1250,413,505
87560,40.28125,34.2188,1289,1095
87561,51.521126760563384,36.0282,3658,2558
87562,52.666666666666664,39.5833,1896,1425
87563,51.07142857142857,27.6429,715,387
87564,60.0,34.9091,660,384
87565,58.10526315789474,38.2807,3312,2182
87566,49.69047619047619,49.6667,2087,2086
87567,45.827586206896555,44.9655,1329,1304
87568,56.903225806451616,42.0323,1764,1303
87570,55.6,42.1000,556,421
87571,59.241379310344826,53.4828,1718,1551
87572,56.4,41.5333,1692,1246
87573,53.45454545454545,51.5152,1764,1700
87574,45.875,37.7708,2202,1813
87575,44.375,27.0000,355,216
87576,45.86538461538461,38.3462,2385,1994
87577,39.6,28.2000,396,282
87578,50.527272727272724,36.1273,2779,1987
87579,53.51724137931034,43.1379,1552,1251
87580,47.0625,31.0625,753,497
87582,54.421052631578945,43.6579,2068,1659
87583,52.81666666666667,29.1667,3169,1750
87584,59.31818181818182,42.7727,1305,941
87585,44.48148148148148,44.6667,1201,1206
87586,55.57142857142857,33.0857,1945,1158
87587,39.473684210526315,52.8947,750,1005
87588,49.82608695652174,50.8696,1146,1170
87589,44.62222222222222,32.9333,2008,1482
87590,60.793103448275865,36.4138,1763,1056
87592,48.25,31.7500,965,635
87593,55.0,35.2000,1100,704
87594,51.17910447761194,33.2836,3429,2230
87595,52.17391304347826,47.4348,1200,1091
87596,51.03225806451613,44.1290,1582,1368
87597,54.666666666666664,31.4667,820,472
87598,47.31111111111111,28.9111,2129,1301
87599,51.75,43.0000,1449,1204
87600,50.86904761904762,37.7262,4273,3169
87601,51.0,23.9091,561,263
87602,50.61702127659574,46.7234,2379,2196
87603,50.0,30.0000,600,360
87605,49.86666666666667,48.4000,748,726
87606,49.425,44.6750,1977,1787
87607,55.0,41.7000,550,417
87608,52.69565217391305,44.9565,1212,1034
87609,49.34090909090909,37.4091,2171,1646
87610,37.885714285714286,37.1143,1326,1299
87611,52.68627450980392,42.1765,2687,2151
87612,50.964285714285715,45.8929,1427,1285
87613,55.31111111111111,38.5778,2489,1736
87614,50.42857142857143,34.0714,706,477
87615,39.45454545454545,38.3636,434,422
87616,53.03846153846154,38.9615,2758,2026
87617,51.91891891891892,35.5405,1921,1315
87618,50.875,31.0000,407,248
87619,36.214285714285715,43.7143,507,612
87620,51.578947368421055,33.8421,1960,1286
87621,45.24242424242424,33.3939,1493,1102
87622,51.93478260869565,37.5652,2389,1728
87623,52.61538461538461,36.3462,1368,945
87624,43.416666666666664,29.6667,521,356
87625,49.916666666666664,37.2333,2995,2234
87626,52.02272727272727,38.9318,2289,1713
87627,54.964285714285715,25.9643,1539,727
87628,45.03703703703704,44.3704,1216,1198
87629,53.483870967741936,41.2903,1658,1280
87630,43.285714285714285,24.4286,303,171
87632,50.56,32.0400,1264,801
87633,44.333333333333336,44.0667,665,661
87635,37.125,30.1250,297,241
87636,58.541666666666664,36.5833,1405,878
87637,60.0,42.5833,720,511
87638,45.083333333333336,33.7917,1082,811
87639,46.95454545454545,45.1818,1033,994
87640,51.7,59.7000,517,597
87641,44.714285714285715,36.5000,626,511
87642,44.375,49.0000,355,392
87643,45.51428571428571,29.2857,1593,1025
87644,53.06666666666667,25.4667,796,382
87645,50.95652173913044,41.7391,1172,960
87647,56.31818181818182,47.3182,1239,1041
87648,57.578947368421055,35.8158,2188,1361
87649,52.5,46.5833,630,559
87650,45.666666666666664,25.8889,411,233
87651,42.23076923076923,27.3846,549,356
87652,50.70967741935484,47.5161,1572,1473
87653,50.0,30.0833,2400,1444
87654,47.666666666666664,39.8571,1001,837
87655,54.31578947368421,25.5789,1032,486
87656,56.28125,40.0313,1801,1281
87657,47.707317073170735,37.9756,1956,1557
87658,56.074074074074076,34.2407,3028,1849
87660,53.2,41.7714,1862,1462
87661,49.58536585365854,44.4634,2033,1823
87662,71.0,36.2727,781,399
87663,49.583333333333336,28.9167,1785,1041
87664,48.333333333333336,35.1250,1160,843
87665,40.65,34.1000,813,682
87666,59.333333333333336,25.0667,890,376
87667,52.68571428571428,42.2000,1844,1477
87668,54.608695652173914,38.0435,1256,875
87669,60.24242424242424,32.9091,1988,1086
87670,41.38709677419355,42.1935,1283,1308
87671,52.53333333333333,42.5000,1576,1275
87672,49.3448275862069,36.1034,1431,1047
87673,48.17460317460318,37.8571,3035,2385
87674,52.74285714285714,37.4000,1846,1309
87675,45.75,38.8214,1281,1087
87676,56.76923076923077,38.9231,738,506
87677,46.285714285714285,36.6190,972,769
87678,48.76923076923077,33.7692,1268,878
87679,53.28,43.6000,2664,2180
87680,63.25,31.6000,1265,632
87681,37.44444444444444,41.4444,337,373
87682,50.0377358490566,48.3774,2652,2564
87684,56.064516129032256,31.2258,1738,968
87686,54.2,36.8667,1626,1106
87688,56.7027027027027,37.7027,2098,1395
87689,38.666666666666664,47.5556,696,856
87690,53.82608695652174,35.2609,1238,811
87691,46.23076923076923,41.2308,1202,1072
87692,52.054054054054056,40.2973,1926,1491
87693,54.8,39.7200,1370,993
87694,65.55555555555556,41.2222,590,371
87695,62.166666666666664,30.8333,1119,555
87696,57.791666666666664,38.8750,2774,1866
87697,62.16,29.2800,1554,732
87698,44.967213114754095,32.9344,2743,2009
87699,57.892857142857146,29.1429,1621,816
87700,45.53968253968254,38.1587,2869,2404
87701,58.05,49.5500,1161,991
87702,54.15384615384615,41.1282,2112,1604
87704,47.977777777777774,36.6222,2159,1648
87705,55.375,39.3750,3544,2520
87707,50.57692307692308,39.4615,1315,1026
87708,57.72727272727273,35.6364,635,392
87709,40.25,31.8750,322,255
87710,42.0,66.0000,588,924
87711,50.25,29.5313,1608,945
87712,62.59090909090909,37.7727,1377,831
87713,44.125,35.6000,1765,1424
87714,51.857142857142854,35.0816,2541,1719
87715,60.9375,28.6563,1950,917
87716,54.660377358490564,40.6038,2897,2152
87717,46.40909090909091,36.8864,2042,1623
87718,53.0,36.8485,1749,1216
87719,46.61904761904762,43.8571,979,921
87720,54.80952380952381,38.1429,3453,2403
87721,48.86440677966102,38.4746,2883,2270
87722,49.61538461538461,37.6154,1290,978
87724,57.111111111111114,40.1944,2056,1447
87725,54.388888888888886,48.5000,979,873
87726,41.59649122807018,30.8596,2371,1759
87728,50.25,30.4500,1005,609
87729,54.1578947368421,26.4211,1029,502
87730,51.6875,38.6563,1654,1237
87731,49.03225806451613,36.2903,1520,1125
87732,53.52777777777778,41.0278,1927,1477
87733,58.806451612903224,41.4516,1823,1285
87734,58.0,29.8333,1392,716
87735,44.77777777777778,36.1111,403,325
87736,50.875,36.6250,407,293
87737,40.92307692307692,40.1923,1064,1045
87738,46.3125,40.4688,1482,1295
87739,49.977777777777774,36.4222,2249,1639
87740,47.108108108108105,39.7027,1743,1469
87741,50.94117647058823,31.1176,866,529
87742,53.833333333333336,30.0000,1615,900
87743,49.638297872340424,38.4894,2333,1809
87744,53.083333333333336,53.7917,1274,1291
87746,48.958333333333336,52.3750,1175,1257
