ss_item_sk,avg(ss_net_profit),sum(ss_net_profit)
15957,-1129.8053,-127668
15958,-516.3898,-60934
15959,-647.5702,-78356
15960,-1353.2800,-67664
15961,-997.0831,-312087
15962,-746.6319,-135887
15963,-718.8105,-68287
15964,-708.5948,-82197
15965,-654.8974,-76623
15966,-933.7119,-55089
15967,-714.1449,-202103
15968,-923.9588,-179248
15969,-796.0909,-96327
15970,-566.3750,-58903
15971,-917.5536,-102766
15972,-377.6042,-18125
15973,-911.3889,-278885
15974,-926.0658,-140762
15975,-605.5000,-72660
15976,-849.5143,-89199
15977,-638.0333,-76564
15978,-1063.0000,-69095
15979,-842.8403,-242738
15980,-907.4367,-143375
15981,-811.5328,-99007
15982,-628.0084,-74733
15983,-827.0991,-91808
15984,-726.8000,-39974
15985,-947.0831,-285072
15986,-820.0588,-153351
15987,-953.3426,-102961
15988,-716.7589,-80277
15989,-942.6641,-120661
15990,-732.1884,-50521
15991,-634.2806,-176330
15992,-1026.7440,-172493
15993,-768.1721,-93717
15994,-888.5963,-96857
15995,-922.5333,-96866
15996,-680.3443,-41501
15997,-763.3052,-235098
15998,-975.2793,-174575
15999,-937.5820,-114385
16000,-687.4211,-78366
16001,-581.8586,-57604
16002,-607.2462,-39471
16003,-863.4425,-247808
16004,-706.8293,-115920
16005,-892.0593,-120428
16006,-639.0891,-64548
16007,-752.8646,-72275
16008,-997.2600,-49863
16009,-765.7518,-209816
16010,-805.8034,-143433
16011,-660.1077,-85814
16012,-750.0990,-75760
16013,-1052.1028,-112575
16014,-758.2203,-44735
16015,-772.9151,-200185
16016,-946.3295,-166554
16017,-1119.3153,-124244
16018,-577.3250,-69279
16019,-1029.3411,-132785
16020,-556.9623,-29519
16021,-886.0257,-275554
16022,-987.9324,-146214
16023,-490.9796,-48116
16024,-902.9545,-99325
16025,-715.0442,-80800
16026,-882.6939,-43252
16027,-852.6278,-270283
16028,-822.6491,-140673
16029,-806.6080,-100826
16030,-708.3000,-77913
16031,-561.7328,-73587
16032,-1090.4706,-55614
16033,-747.2867,-208493
16034,-829.5118,-141017
16035,-872.4894,-82014
16036,-1037.3093,-100619
16037,-897.3696,-123837
16038,-1161.6780,-68539
16039,-659.0676,-195084
16040,-852.9933,-127949
16041,-668.7647,-79583
16042,-1028.0990,-103838
16043,-992.7019,-103241
16044,-508.2759,-29480
16045,-846.4854,-231937
16046,-818.9769,-141683
16047,-782.7570,-83755
16048,-890.0444,-120156
16049,-922.7000,-101497
16050,-222.9844,-14271
16051,-927.7804,-274623
16052,-673.2737,-127922
16053,-890.4845,-86377
16054,-781.3929,-87516
16055,-1111.2155,-128901
16056,-1204.8358,-80724
16057,-932.6137,-258334
16058,-716.0056,-128165
16059,-852.7913,-98071
16060,-1005.3939,-99534
16061,-1108.9091,-134178
16062,-872.7857,-48876
16063,-858.4542,-234358
16064,-688.0556,-111465
16065,-384.8333,-39253
16066,-654.0909,-79145
16067,-842.2562,-101913
16068,-702.5373,-47070
16069,-1045.1007,-280087
16070,-849.5879,-154625
16071,-669.9174,-73021
16072,-778.4649,-88745
16073,-791.5000,-101312
16074,-749.6471,-38232
16075,-712.6271,-215926
16076,-870.8384,-172426
16077,-883.9130,-121980
16078,-849.8537,-104532
16079,-969.9802,-97968
16080,-959.6833,-57581
16081,-1117.9716,-315268
16082,-959.9568,-177592
16083,-834.2710,-89267
16084,-1091.3388,-132052
16085,-765.1203,-101761
16086,-576.8250,-23073
16087,-706.0136,-207568
16088,-922.0859,-150300
16089,-826.5652,-95055
16090,-647.3621,-75094
16091,-854.6541,-113669
16092,-839.1833,-50351
16093,-754.1074,-224724
16094,-892.9725,-162521
16095,-992.9030,-133049
16096,-503.3036,-56370
16097,-888.3983,-104831
16098,-555.5918,-27224
16099,-645.3610,-155532
16100,-687.7667,-123798
16101,-774.9913,-89124
16102,-1089.5833,-104600
16103,-933.5138,-101753
16104,-1121.3725,-57190
16105,-743.3497,-212598
16106,-774.8626,-141025
16107,-1049.2195,-129054
16108,-982.5313,-125764
16109,-799.1207,-92698
16110,-547.6667,-36146
16111,-786.4967,-235949
16112,-873.6667,-154639
16113,-756.8283,-74926
16114,-847.5133,-95769
16115,-890.6147,-97077
16116,-838.6444,-37739
16117,-763.8900,-222292
16118,-1131.7365,-189000
16119,-954.2051,-111642
16120,-1056.3053,-138376
16121,-445.6161,-49909
16122,-611.3878,-29958
16123,-1027.2425,-309200
16124,-1007.6546,-195485
16125,-770.8618,-94816
16126,-1084.5426,-139906
16127,-690.5041,-84932
16128,-967.5094,-51278
16129,-749.9555,-218987
16130,-933.8438,-179298
16131,-1009.3697,-120115
16132,-1028.7739,-118309
16133,-801.2667,-96152
16134,-921.4032,-57127
16135,-950.3173,-257536
16136,-613.4972,-111043
16137,-860.4388,-119601
16138,-501.0083,-60121
16139,-1034.9823,-116953
16140,-1515.4464,-84865
16141,-983.3681,-283210
16142,-632.2556,-113806
16143,-1037.0776,-120301
16144,-774.7279,-105363
16145,-542.6829,-66750
16146,-357.5556,-16090
16147,-807.2351,-230062
16148,-910.0750,-145612
16149,-1066.4088,-146098
16150,-1336.1077,-173694
16151,-974.5920,-121824
16152,-951.1250,-68481
16153,-950.5938,-243352
16154,-958.9492,-169734
16155,-778.6583,-93439
16156,-594.7045,-52334
16157,-1152.8049,-141795
16158,-1035.3220,-61084
16159,-738.5525,-217873
16160,-1001.5587,-179279
16161,-687.4203,-94864
16162,-903.9238,-94912
16163,-684.4495,-74605
16164,-673.7458,-39751
16165,-806.5344,-211312
16166,-888.8860,-171555
16167,-679.5546,-80867
16168,-944.7535,-134155
16169,-757.6333,-68187
16170,-451.5085,-26639
16171,-1043.3670,-309880
16172,-878.3372,-151074
16173,-662.9308,-86181
16174,-728.1429,-81552
16175,-794.2545,-87368
16176,-842.0784,-42946
16177,-755.6123,-208549
16178,-744.9325,-121424
16179,-698.5726,-86623
16180,-888.0175,-101234
16181,-693.9333,-72863
16182,-779.1250,-37398
16183,-803.2551,-236157
16184,-817.5699,-152068
16185,-980.1318,-126437
16186,-812.7652,-93468
16187,-872.6296,-94244
16188,-646.7333,-38804
16189,-878.4893,-245977
16190,-910.0651,-153801
16191,-789.0692,-102579
16192,-957.7719,-109186
16193,-700.7661,-86895
16194,-889.5902,-54265
16195,-906.9869,-276631
16196,-805.9133,-139423
16197,-1369.5630,-162978
16198,-901.8750,-101010
16199,-915.7442,-118131
16200,-841.0125,-67281
16201,-843.8244,-235427
16202,-1059.7910,-187583
16203,-1157.3398,-119206
16204,-766.6162,-75895
16205,-1151.4095,-120898
16206,-924.6042,-44381
16207,-864.4381,-258467
16208,-894.2832,-154711
16209,-809.8200,-80982
16210,-1059.9549,-140974
16211,-587.9322,-69376
16212,-957.1346,-49771
16213,-1022.6835,-284306
16214,-819.7824,-158218
16215,-771.9766,-98813
16216,-545.3279,-66530
16217,-1072.4035,-122254
16218,-944.0143,-66081
16219,-767.3391,-221761
16220,-805.3896,-124030
16221,-765.1622,-84933
16222,-1072.0081,-131857
16223,-1131.2973,-125574
16224,-1162.0755,-61590
16225,-811.7243,-220789
16226,-899.3602,-167281
16227,-609.1983,-73713
16228,-994.7981,-103459
16229,-1160.2150,-124143
16230,-1170.5957,-55018
16231,-893.7762,-255620
16232,-931.3187,-169500
16233,-917.7456,-104623
16234,-901.8583,-108223
16235,-864.6000,-95106
16236,-774.6479,-55000
16237,-905.1530,-254348
16238,-778.3184,-139319
16239,-682.8054,-101738
16240,-939.0826,-113629
16241,-1076.4412,-109797
16242,-671.3913,-46326
16243,-863.4901,-218463
16244,-877.9811,-139599
16245,-696.4144,-77302
16246,-905.5421,-96893
16247,-737.3455,-81108
16248,-533.8730,-33634
16249,-823.6559,-256157
16250,-627.7160,-101690
16251,-721.7218,-95989
16252,-716.8000,-68096
16253,-881.9368,-83784
16254,-855.3281,-54741
16255,-1075.5692,-349560
16256,-926.8400,-162197
16257,-703.8707,-81649
16258,-773.1802,-85823
16259,-862.2241,-100018
16260,-781.6102,-46115
16261,-744.6738,-244253
16262,-902.5562,-152532
16263,-939.8348,-108081
16264,-928.6794,-121657
16265,-562.8482,-63039
16266,-880.4082,-43140
16267,-853.3143,-268794
16268,-885.9027,-163892
16269,-709.3238,-74479
16270,-609.4957,-70092
16271,-908.1066,-110789
16272,-829.0000,-43108
16273,-680.5986,-196693
16274,-851.9497,-135460
16275,-617.9423,-64266
16276,-1187.9754,-144933
16277,-991.1078,-101093
16278,-653.4576,-38554
16279,-685.4582,-188501
16280,-744.2888,-139182
16281,-1045.8430,-126547
16282,-637.4579,-68208
16283,-881.8761,-99652
16284,-947.4231,-49266
16285,-786.4726,-229650
16286,-852.9379,-150970
16287,-869.6311,-89572
16288,-918.5385,-95528
16289,-799.9706,-108796
16290,-921.3667,-55282
16291,-1051.2809,-314333
16292,-1068.6455,-201974
16293,-1102.4818,-121273
16294,-896.1102,-105741
16295,-818.0620,-105530
16296,-829.3462,-43126
16297,-849.3404,-239514
16298,-806.7069,-140367
16299,-1054.0556,-132811
16300,-891.0619,-100690
16301,-832.9815,-89962
16302,-960.8028,-68217
16303,-830.3472,-279827
16304,-855.1159,-140239
16305,-828.9402,-96986
16306,-826.0000,-88382
16307,-1032.3056,-111489
16308,-708.2222,-38244
16309,-888.3434,-263838
16310,-1024.8081,-202912
16311,-917.7586,-106460
16312,-737.5556,-92932
16313,-821.6066,-100236
16314,-963.5862,-55888
16315,-670.0039,-172191
16316,-1002.9053,-190552
16317,-923.0625,-103383
16318,-790.2778,-85350
16319,-773.9407,-91325
16320,-896.7576,-59186
16321,-761.4261,-221575
16322,-675.2346,-120867
16323,-574.3246,-65473
16324,-875.5983,-102445
16325,-839.8761,-94906
16326,-498.7581,-30923
16327,-690.6254,-195447
16328,-961.8792,-143320
16329,-896.1280,-112016
16330,-783.4914,-90885
16331,-734.6894,-96979
16332,-663.7241,-38496
16333,-680.1873,-214259
16334,-949.7213,-173799
16335,-999.1557,-121897
16336,-826.2909,-90892
16337,-868.7383,-92955
16338,-693.2281,-39514
16339,-878.6396,-248655
16340,-855.3855,-141994
16341,-892.4694,-87462
16342,-1076.8293,-132450
16343,-975.2667,-102403
16344,-707.7910,-47422
16345,-912.4760,-266443
16346,-934.2174,-171896
16347,-1090.1513,-129728
16348,-1017.3438,-130220
16349,-1101.5000,-127774
16350,-507.8462,-19806
16351,-894.2174,-246804
16352,-1024.6294,-174187
16353,-870.5076,-114907
16354,-758.1345,-90218
16355,-899.3826,-103429
16356,-315.0169,-18586
16357,-861.0293,-264336
16358,-945.5238,-158848
16359,-632.2844,-68919
16360,-892.0081,-110609
16361,-1085.2364,-119376
16362,-1298.7541,-79224
16363,-749.7282,-215172
16364,-814.2717,-149826
16365,-738.8148,-79792
16366,-1018.8607,-124301
16367,-839.0082,-102359
16368,-765.8776,-37528
16369,-824.0377,-240619
16370,-840.4785,-136998
16371,-687.5339,-81129
16372,-680.6429,-76232
16373,-661.9440,-82743
16374,-810.3016,-51049
16375,-882.8473,-231306
16376,-680.7160,-115041
16377,-844.8440,-92088
16378,-817.8504,-103867
16379,-883.4563,-90996
16380,-774.6452,-48028
16381,-942.8849,-286637
16382,-854.7310,-146159
16383,-1038.3100,-103831
16384,-661.9160,-78768
16385,-850.2523,-90977
16386,-883.1228,-50338
16387,-1021.6978,-284032
16388,-756.2500,-145200
16389,-563.0288,-58555
16390,-927.3636,-122412
16391,-1023.4508,-124861
16392,-1007.5156,-64481
16393,-902.6319,-259958
16394,-842.3787,-142362
16395,-753.3529,-102456
16396,-857.1791,-114862
16397,-812.7273,-80460
16398,-816.7361,-58805
16399,-784.9113,-229979
16400,-728.5526,-138425
16401,-838.3153,-93053
16402,-679.7692,-70696
16403,-729.9921,-92709
16404,-962.9672,-58741
16405,-896.8918,-273552
16406,-946.6000,-189320
16407,-812.5259,-94253
16408,-468.6387,-55768
16409,-957.2114,-117737
16410,-1214.3438,-77718
16411,-779.2975,-217424
16412,-785.8698,-150887
16413,-691.0569,-85000
16414,-968.3333,-107485
16415,-994.6754,-113393
16416,-622.0370,-33590
16417,-881.5203,-260930
16418,-559.6578,-104656
16419,-989.5929,-111824
16420,-456.1909,-50181
16421,-533.4911,-59751
16422,-734.0685,-53587
16423,-836.1786,-234130
16424,-739.5465,-127202
16425,-831.3846,-108080
16426,-1104.9533,-118230
16427,-933.4609,-107348
16428,-727.8873,-51680
16429,-864.6854,-261135
16430,-827.6510,-123320
16431,-782.2619,-98565
16432,-833.6641,-109210
16433,-620.5948,-71989
16434,-926.6377,-63938
16435,-1001.8175,-263478
16436,-805.1386,-162638
16437,-889.9167,-117469
16438,-965.5833,-127457
16439,-730.5191,-95698
16440,-351.5098,-17927
16441,-841.8311,-254233
16442,-1027.2515,-167442
16443,-1057.3229,-101503
16444,-882.3273,-97056
16445,-799.5704,-113539
16446,-647.8966,-37578
16447,-666.0693,-201819
16448,-1181.5698,-203230
16449,-930.2455,-102327
16450,-762.1089,-76973
16451,-1009.3784,-112041
16452,-867.2600,-43363
16453,-910.2051,-283984
16454,-833.4910,-139193
16455,-815.3491,-86427
16456,-746.6066,-91086
16457,-860.8807,-93836
16458,-785.7361,-56573
16459,-963.3470,-258177
16460,-881.9551,-156988
16461,-680.2323,-67343
16462,-784.0696,-90168
16463,-901.8500,-90185
16464,-875.4179,-58653
16465,-881.6109,-258312
16466,-840.3073,-150415
16467,-940.1452,-116578
16468,-766.0000,-85792
16469,-514.4000,-64300
16470,-648.4068,-38256
16471,-768.9649,-219155
16472,-760.2381,-127720
16473,-795.0758,-104950
16474,-960.8609,-110499
16475,-723.8144,-70210
16476,-1024.4222,-46099
16477,-906.0805,-292664
16478,-877.5625,-154451
16479,-1024.3303,-111652
16480,-1075.3197,-131189
16481,-893.3333,-77720
16482,-1081.2778,-58389
16483,-840.8702,-239648
16484,-858.3593,-143346
16485,-378.8476,-39779
16486,-607.5086,-70471
16487,-1014.3214,-113604
16488,-726.3333,-37043
16489,-802.2917,-231060
16490,-845.3497,-154699
16491,-740.3153,-82175
16492,-746.9328,-88885
16493,-488.9758,-60633
16494,-1003.6724,-58213
16495,-691.7614,-197152
16496,-601.6200,-90243
16497,-729.2261,-83861
16498,-582.9752,-70540
16499,-632.4444,-85380
16500,-587.0943,-31116
16501,-1029.0099,-310761
16502,-641.0642,-119879
16503,-571.3636,-62850
16504,-751.4673,-80407
16505,-622.4375,-59754
16506,-943.3281,-60373
16507,-987.9527,-313181
16508,-574.4897,-111451
16509,-941.1290,-116700
16510,-952.7965,-107666
16511,-937.2553,-88102
16512,-721.3913,-49776
16513,-618.9029,-191241
16514,-714.4492,-133602
16515,-929.0089,-104049
16516,-480.4479,-46123
16517,-756.0000,-91476
16518,-764.7636,-42062
16519,-748.6388,-223843
16520,-699.5955,-124528
16521,-620.0708,-70068
16522,-657.5167,-78902
16523,-815.9722,-88125
16524,-709.3077,-36884
16525,-771.4897,-225275
16526,-656.9045,-116929
16527,-716.0635,-90224
16528,-767.6371,-95187
16529,-842.9364,-92723
16530,-725.7193,-41366
16531,-1057.4479,-304545
16532,-1049.4573,-208842
16533,-846.7544,-96530
16534,-750.2277,-75773
16535,-1160.0217,-106722
16536,-1316.1739,-60544
16537,-758.9450,-234514
16538,-955.0333,-143255
16539,-930.4720,-116309
16540,-1065.7838,-118302
16541,-587.8815,-79364
16542,-725.3906,-46425
16543,-868.4338,-236214
16544,-750.2071,-126785
16545,-916.0467,-98017
16546,-941.2818,-103541
16547,-890.5135,-98847
16548,-777.1111,-41964
16549,-583.5720,-158148
16550,-702.8729,-127220
16551,-976.3194,-140590
16552,-959.3689,-98815
16553,-762.8922,-77815
16554,-1018.1912,-69237
16555,-808.8651,-233762
16556,-588.7440,-121870
16557,-523.7872,-49236
16558,-930.6066,-113534
16559,-1001.6204,-108175
16560,-763.1034,-44260
16561,-820.0858,-219783
16562,-669.0657,-132475
16563,-849.8110,-107926
16564,-692.8938,-78297
16565,-823.6731,-85662
16566,-877.3793,-50888
16567,-770.2403,-217978
16568,-796.2418,-144916
16569,-737.1322,-89193
16570,-446.3818,-49102
16571,-773.4330,-75023
16572,-533.6216,-39488
16573,-910.5828,-264069
16574,-707.4694,-138664
16575,-701.0640,-87633
16576,-745.0000,-87910
16577,-726.7540,-91571
16578,-795.6102,-46941
16579,-687.3123,-217878
16580,-949.1274,-149013
16581,-856.6250,-102795
16582,-689.0727,-75798
16583,-939.0777,-96725
16584,-900.4483,-52226
16585,-928.4937,-293404
16586,-660.5543,-115597
16587,-592.1698,-62770
16588,-652.5920,-81574
16589,-734.5893,-82274
16590,-826.1852,-44614
16591,-987.2101,-272470
16592,-841.3029,-147228
16593,-719.8382,-97898
16594,-871.1840,-108898
16595,-1043.0800,-104308
16596,-975.1186,-57532
16597,-852.2122,-236915
16598,-851.6398,-137114
16599,-585.5271,-75533
16600,-821.2810,-99375
16601,-928.1917,-111383
16602,-1101.7917,-52886
16603,-792.2077,-247961
16604,-749.5059,-127416
16605,-727.7167,-87326
16606,-868.9909,-95589
16607,-694.9266,-75747
16608,-857.7846,-55756
16609,-843.7645,-232879
16610,-883.5223,-138713
16611,-839.4947,-79752
16612,-828.5096,-86165
16613,-923.4651,-119127
16614,-594.6379,-34489
16615,-967.6622,-289331
16616,-771.2543,-133427
16617,-865.5420,-113386
16618,-867.5851,-81553
16619,-690.4035,-78706
16620,-776.7600,-58257
16621,-992.6194,-307712
16622,-849.9521,-141942
16623,-998.4336,-112823
16624,-688.1750,-82581
16625,-667.4677,-82766
16626,-634.1364,-41853
16627,-845.3940,-255309
16628,-847.5680,-143239
16629,-820.8952,-86194
16630,-836.3168,-84468
16631,-865.5926,-93484
16632,-711.1719,-45515
16633,-788.4455,-245995
16634,-844.9503,-152936
16635,-1090.5385,-127593
16636,-1000.2034,-118024
16637,-798.5310,-90234
16638,-476.7333,-28604
16639,-924.4625,-283810
16640,-837.9040,-148309
16641,-936.2661,-116097
16642,-1000.4922,-128063
16643,-609.9646,-68926
16644,-594.3000,-35658
16645,-895.9450,-260720
16646,-832.6947,-158212
16647,-613.8559,-68138
16648,-788.6102,-93056
16649,-839.9211,-95751
16650,-564.2500,-33855
16651,-840.2201,-225179
16652,-738.1124,-124741
16653,-775.8413,-97756
16654,-1088.8522,-125218
16655,-662.6721,-80846
16656,-468.0000,-29952
16657,-987.8652,-263760
16658,-677.6042,-130100
16659,-1461.2288,-172425
16660,-496.7705,-60606
16661,-548.0459,-59737
16662,-1024.3194,-73751
16663,-814.2834,-249985
16664,-1047.5562,-177037
16665,-1383.9083,-166069
16666,-1006.1774,-124766
16667,-870.5310,-98370
16668,-840.1207,-48727
16669,-846.3913,-233604
16670,-632.0237,-106812
16671,-882.7537,-118289
16672,-752.0331,-90996
16673,-863.9490,-84667
16674,-880.9600,-44048
16675,-781.9427,-218162
16676,-954.4311,-159390
16677,-834.9652,-96021
16678,-677.3651,-85348
16679,-657.2878,-91363
16680,-584.1154,-30374
16681,-894.4441,-263861
16682,-889.5500,-160119
16683,-566.8163,-55548
16684,-963.8036,-107946
16685,-792.9429,-83259
16686,-775.2500,-52717
16687,-725.9638,-220693
16688,-712.8228,-112626
16689,-639.9832,-76158
16690,-849.7176,-111313
16691,-989.9912,-112859
16692,-1045.1429,-58528
16693,-713.7536,-199851
16694,-868.9048,-164223
16695,-925.4519,-124936
16696,-809.7969,-103654
16697,-925.2037,-99922
16698,-1002.4074,-54130
16699,-781.2256,-232024
16700,-700.8802,-117047
16701,-1087.0000,-128266
16702,-888.3786,-91503
16703,-787.9279,-87460
16704,-877.8125,-42135
16705,-838.7974,-260866
16706,-1017.9000,-183222
16707,-979.8923,-127386
16708,-1048.4019,-112179
16709,-788.0273,-86683
16710,-950.7963,-51343
16711,-788.4137,-219179
16712,-753.0469,-144585
16713,-824.8538,-107231
16714,-688.3810,-72280
16715,-637.0306,-62429
16716,-493.5962,-25667
16717,-743.3505,-216315
16718,-852.8110,-139861
16719,-949.7767,-97827
16720,-676.7857,-75800
16721,-1006.3280,-125791
16722,-966.3191,-45417
16723,-773.8352,-211257
16724,-897.3885,-140890
16725,-855.6129,-106096
16726,-963.2178,-97285
16727,-1065.3173,-110793
16728,-636.4828,-36916
16729,-902.4393,-252683
16730,-1088.8728,-188375
16731,-1074.6277,-147224
16732,-879.7324,-124922
16733,-963.3154,-125231
16734,-798.3621,-46305
16735,-810.8327,-227844
16736,-743.7647,-139084
16737,-767.1920,-95899
16738,-869.3431,-88673
16739,-1131.1140,-128947
16740,-600.0968,-37206
16741,-774.6413,-213801
16742,-789.2514,-141276
16743,-1147.3158,-130794
16744,-856.8247,-83112
16745,-913.6032,-115114
16746,-876.0339,-51686
16747,-967.9014,-274884
16748,-965.7258,-179625
16749,-744.3448,-86344
16750,-805.7500,-90244
16751,-858.7009,-91881
16752,-1467.0968,-90960
16753,-788.9184,-270599
16754,-655.3228,-103541
16755,-810.1712,-89929
16756,-1044.2797,-123225
16757,-1072.7231,-139454
16758,-967.4545,-53210
16759,-856.4064,-242363
16760,-715.3313,-114453
16761,-752.9358,-82070
16762,-652.4954,-71122
16763,-1009.4151,-106998
16764,-528.0725,-36437
16765,-843.4821,-258949
16766,-759.7892,-126125
16767,-856.0488,-105294
16768,-1109.4944,-98745
16769,-676.6333,-81196
16770,-1055.6719,-67563
16771,-858.2211,-260041
16772,-878.9418,-166120
16773,-900.2836,-120638
16774,-776.8403,-92444
16775,-1056.7130,-114125
16776,-632.4500,-37947
16777,-791.9815,-214627
16778,-916.3356,-136534
16779,-546.6610,-64506
16780,-729.9520,-91244
16781,-807.2778,-87186
16782,-953.9412,-48651
16783,-716.5972,-206380
16784,-950.9259,-154050
16785,-881.9825,-100546
16786,-1131.4118,-134638
16787,-783.3879,-90873
16788,-819.1607,-45873
16789,-1159.6491,-330500
16790,-873.2781,-163303
16791,-772.9138,-89658
16792,-679.6286,-71361
16793,-710.0636,-78107
16794,-583.7246,-40277
16795,-879.4657,-243612
16796,-830.2222,-149440
16797,-805.5728,-82974
16798,-512.1780,-60437
16799,-896.8319,-101342
16800,-991.8983,-58522
16801,-955.8587,-257126
16802,-849.7882,-172507
16803,-1063.8165,-115956
16804,-735.5714,-92682
16805,-721.3208,-76460
16806,-961.8475,-56749
16807,-723.2997,-222053
16808,-841.7421,-159931
16809,-910.9375,-87450
16810,-803.0902,-97977
16811,-779.2772,-78707
16812,-623.6774,-38668
16813,-703.4965,-201200
16814,-715.1341,-128009
16815,-852.5868,-103163
16816,-992.4667,-119096
16817,-976.6538,-101572
16818,-890.4314,-45412
16819,-849.2780,-265824
16820,-662.1487,-129119
16821,-701.6303,-83494
16822,-926.8621,-107516
16823,-892.8218,-90175
16824,-844.5636,-46451
16825,-777.2694,-230849
16826,-949.0854,-155650
16827,-540.2203,-63746
16828,-831.5474,-113922
16829,-1224.6923,-143289
16830,-393.3878,-19276
16831,-680.7834,-213766
16832,-701.3899,-111521
16833,-846.5000,-103273
16834,-954.0084,-113527
16835,-607.9084,-79636
16836,-1051.7018,-59947
16837,-822.8034,-242727
16838,-922.6724,-160545
16839,-993.5664,-112273
16840,-854.9368,-81219
16841,-429.9727,-47297
16842,-815.5625,-39147
16843,-911.0759,-264212
16844,-894.0565,-158248
16845,-1027.6423,-126400
16846,-782.9083,-85337
16847,-1199.1215,-128306
16848,-984.9792,-47279
16849,-1017.1444,-274629
16850,-668.7500,-109675
16851,-773.0597,-103590
16852,-1021.0079,-129668
16853,-1034.7120,-129339
16854,-669.0600,-33453
16855,-849.3177,-253946
16856,-766.5302,-114213
16857,-772.6124,-99667
16858,-812.8257,-88598
16859,-1083.0096,-112633
16860,-1131.3519,-61093
16861,-703.1273,-226407
16862,-861.1319,-156726
16863,-808.2581,-100224
16864,-683.6053,-77931
16865,-820.5225,-91078
16866,-590.6111,-42524
16867,-781.3811,-239884
16868,-982.0745,-184630
16869,-586.8832,-80403
16870,-950.4421,-90292
16871,-862.0924,-102589
16872,-1446.2609,-66528
16873,-854.6936,-253844
16874,-809.4000,-137598
16875,-962.5413,-104917
16876,-818.2000,-98184
16877,-600.2655,-67830
16878,-734.1373,-37441
16879,-836.1405,-250006
16880,-841.7861,-145629
16881,-720.9573,-84352
16882,-823.3556,-111153
16883,-696.7500,-66888
16884,-750.8571,-42048
16885,-904.9359,-254287
16886,-638.3353,-106602
16887,-911.5169,-81125
16888,-885.4917,-106259
16889,-884.6733,-89352
16890,-670.2679,-37535
16891,-648.3636,-178300
16892,-1067.9518,-177280
16893,-853.3879,-98993
16894,-876.0480,-109506
16895,-996.8362,-115633
16896,-808.5294,-54980
16897,-759.8960,-189974
16898,-1005.5449,-156865
16899,-943.8491,-100048
16900,-776.4160,-97052
16901,-777.9921,-98805
16902,-1068.0154,-69421
16903,-711.8488,-207148
16904,-1045.7222,-169407
16905,-1061.2213,-129469
16906,-884.1746,-111406
16907,-923.6633,-90519
16908,-1040.3585,-55139
16909,-773.2148,-219593
16910,-745.6024,-123770
16911,-938.0973,-106005
16912,-939.6855,-116521
16913,-608.5118,-77281
16914,-973.9655,-56490
16915,-704.6655,-195897
16916,-881.4941,-149854
16917,-675.5429,-70932
16918,-683.3982,-77224
16919,-836.1304,-96155
16920,-819.4394,-54083
16921,-906.0400,-249161
16922,-863.2893,-137263
16923,-660.2672,-76591
16924,-684.1667,-73890
16925,-897.6147,-97840
16926,-908.1852,-49042
16927,-879.1280,-288354
16928,-675.0930,-116116
16929,-584.4951,-60203
16930,-722.6957,-99732
16931,-495.3750,-47556
16932,-859.0862,-49827
16933,-802.3236,-247918
16934,-758.4038,-118311
16935,-676.1869,-72352
16936,-914.4831,-107909
16937,-850.5093,-91855
16938,-1034.7581,-64155
16939,-883.6805,-235059
16940,-861.2938,-152449
16941,-730.7521,-85498
16942,-885.3000,-106236
16943,-939.9542,-123134
16944,-962.8710,-59698
16945,-721.2656,-219986
16946,-1007.1801,-162156
16947,-1011.9533,-108279
16948,-683.0755,-72406
16949,-903.1250,-108375
16950,-751.6866,-50363
16951,-728.7422,-209149
16952,-712.8471,-121184
16953,-822.1261,-97833
16954,-754.2774,-103336
16955,-941.6636,-100758
16956,-743.2459,-45338
16957,-541.5231,-152168
16958,-796.4914,-139386
16959,-805.0368,-109485
16960,-817.1827,-84987
16961,-771.8000,-77180
16962,-811.1207,-47045
16963,-970.4702,-276584
16964,-968.1067,-172323
16965,-1055.6864,-124571
16966,-847.7442,-109359
16967,-878.8527,-113372
16968,-1033.7167,-62023
16969,-681.6742,-179962
16970,-1152.2063,-217767
16971,-724.1094,-92686
16972,-856.8091,-94249
16973,-839.0168,-99843
16974,-570.8868,-30257
16975,-891.3976,-221958
16976,-763.2579,-145019
16977,-704.7030,-71175
16978,-1088.4074,-117548
16979,-334.3504,-39119
16980,-841.1026,-32803
16981,-979.6042,-277228
16982,-757.4556,-128010
16983,-620.4248,-70108
16984,-716.0168,-85206
16985,-1280.1215,-136973
16986,-1151.0426,-54099
16987,-769.5166,-208539
16988,-921.6740,-166823
16989,-762.7255,-77798
16990,-802.7477,-85894
16991,-745.3784,-82737
16992,-932.9683,-58777
16993,-805.6079,-223959
16994,-907.4633,-160621
16995,-778.6567,-104340
16996,-879.8611,-95025
16997,-970.7727,-106785
16998,-927.5366,-38029
16999,-858.2778,-231735
17000,-763.4396,-138946
17001,-938.6379,-108882
17002,-756.8273,-83251
17003,-630.6822,-67483
17004,-592.9038,-30831
17005,-646.7296,-198546
17006,-585.0460,-101798
17007,-752.7568,-83556
17008,-838.0074,-113131
17009,-1016.3065,-126022
17010,-954.2131,-58207
17011,-940.9398,-250290
17012,-835.0211,-158654
17013,-1034.9646,-116951
17014,-580.0400,-58004
17015,-664.8015,-87089
17016,-962.1846,-62542
17017,-830.6473,-228428
17018,-878.1987,-132608
